Magnitude	Depth	Distance(km)	Vs30	CDI	Instrumental_intensity
4.7	10.1	58.39741839	350.4213867	2.2	2.43945
4.7	10.1	25.52864589	296.20047	3.5	1.83396
4.7	10.1	28.33925866	256.1872253	3.4	3.58673
4.3	6.3	34.49099432	364.0674133	2.8	2.87297
4.3	6.3	43.19219228	380.9469299	2.9	3.27352
4.3	6.3	53.82307583	366.0884399	4.1	1.50509
4.3	6.3	63.51738663	730.9316406	3.1	1.04305
4.9	9.5	128.5201646	400.6134949	2.4	2.99263
4.9	9.5	80.65497949	373.0365601	4.1	3.75183
4.9	9.5	129.5677656	712.68927	2.2	1.62476
4.9	9.5	100.1967098	366.6407166	4.1	2.26151
4.9	9.5	122.4256935	376.4263	3.1	2.31807
4.9	9.5	59.62334812	744.1651001	3.2	3.19661
4.3	12.4	43.1252714	461.82724	2.2	1.47249
4.3	12.4	14.60627167	402.0836182	3.8	3.97158
4.3	12.4	14.66095282	283.371521	3.2	5.42096
4.3	12.4	15.48145633	283.1052856	3.5	4.78011
4.3	12.4	17.02128933	328.2874756	3.3	4.81088
4.3	12.4	17.7509762	256.6106567	3.4	4.35986
4.3	12.4	33.57543652	282.6596069	2.8	2.99551
4.3	12.4	13.7605338	307.5610046	3.2	3.33686
4.3	12.4	15.72829213	239.1423492	2.5	3.96107
4.3	12.4	28.22906331	324.7202759	3.1	2.85806
4.3	12.4	28.85386148	506.3123169	3	3.01623
4.3	12.4	22.13406279	178.0744781	3.3	2.99516
4.3	12.4	36.61554881	435.451355	2.1	1.82541
4.3	12.4	37.95614864	253.6995697	3.1	3.86071
4.3	12.4	42.08636308	370.9098816	2.4	1.54438
4.3	12.4	36.5829334	250.5317688	3.3	2.88792
4.3	12.4	45.24070389	392.4511719	2.3	1.34969
4.3	12.4	47.91585525	281.4660339	2.8	1.96067
4.3	12.4	35.64731742	269.1625061	2.7	1.49513
4.3	12.4	37.84995589	441.089447	2.1	1.79574
4.3	12.4	30.30716818	351.4590149	2.8	2.29873
4.3	12.4	26.45507683	436.1218262	3.7	3.78334
4.3	12.4	19.78757659	324.1212158	3.6	3.19903
4.3	12.4	43.09091364	385.0840149	2.8	1.84553
4.3	12.4	45.92379796	335.0400085	2.1	1.51294
4.3	12.4	32.58917354	454.7954712	2.7	2.4741
4.3	12.4	19.58108457	320.7609863	2.9	2.90611
4.3	12.4	23.12674703	330.3830566	3.6	1.54203
4.3	12.4	46.01451739	263.1297913	3.4	1.13295
4.3	12.4	35.88917841	253.9280396	2.2	1.88889
4.3	12.4	38.30452899	254.1008301	2.5	2.60746
4.3	12.4	41.80498437	257.9007568	2.4	1.81182
4.3	12.4	21.13578713	257.765564	3.3	5.16428
4.3	12.4	37.63070002	531.1494751	3.1	1.79757
4.3	12.4	33.93380622	330.8414612	2.7	2.2926
4.3	12.4	22.60451113	286.2778625	4	2.93836
4.3	12.4	35.39897609	275.323822	2.3	2.29183
4.3	12.4	31.78988226	589.1272583	3.4	2.68354
4.3	12.4	28.52823587	503.4214478	3.4	2.50009
4.3	12.4	37.1428326	615.6091919	3	1.27837
4.3	12.4	44.48724176	435.7775879	2.1	1.71069
4.3	12.4	16.74281659	552.4205933	4.1	3.37533
4.3	12.4	64.05572917	366.4014282	2.3	1.32841
4.3	12.4	54.75100329	293.4335938	3.1	2.54771
4.3	12.4	69.05742093	558.4396362	2.2	1.53993
4.3	12.4	75.35212114	453.4411621	2.7	1.21971
4.3	12.4	26.98805798	514.1138916	3.2	1.46601
4.3	12.4	46.81648845	282.0412292	3.6	1.0457
4.3	12.4	11.6444029	282.6295471	4	4.91022
4.3	12.4	65.78740451	360.775177	2.5	1.31217
4.3	12.4	38.95808159	233.1857147	3.3	2.27296
4.3	12.4	20.50045724	353.8033447	2.7	1.57389
4.3	12.4	19.05204567	265.9021912	3.2	3.29218
4.5	3.6	19.93109877	261.6491394	4	3.38565
4.5	3.6	57.51804445	744.1651001	2.2	1.31309
4.6	1.6	31.84717528	598.7265625	3.1	2.24471
4.2	8.2	34.38096999	237.7683868	2.2	3.24356
4.2	8.2	22.84211988	351.7305298	4.1	3.99472
4.2	8.2	22.38084559	361.7615051	3	3.82656
4.2	8.2	32.78397282	575.2269897	3.1	1.79594
4.2	8.2	14.35864095	356.8761292	2.9	4.55461
4.2	8.2	25.46631688	615.2298584	3.3	3.30723
4.2	8.2	35.91928605	244.1423798	3.1	3.28215
4.2	8.2	179.3534768	204.0059357	2.7	1.03364
4.2	5.5	21.75832839	261.6491394	2.8	1.91367
4.7	3.8	35.3224624	261.6491394	2.2	1.99308
4.7	3.8	54.60258145	744.1651001	4.1	1.0189
5	0.9	103.2561234	384.1702576	3.1	5.59757
5	0.9	211.8464902	299.9070129	2.7	4.48172
5	0.9	139.5687835	400.3392334	2.2	1.90963
5	0.9	78.20082428	342.7010193	3.1	1.79436
5	0.9	206.1057545	315.4825745	3.1	5.05361
4.9	4.9	76.60711364	373.0365601	3.6	3.77747
4.9	4.9	204.2036957	282.5281982	2.7	1.18602
4.9	4.9	204.95239	276.7805481	3.1	1.70916
4.9	4.9	41.71044838	598.7265625	3.8	2.47416
4.9	4.9	98.12167577	384.1702576	3	2.18686
4.9	4.9	153.6837613	376.3598938	2.7	1.67665
4.9	4.9	53.53716256	744.1651001	3.9	3.05617
5.8	3.2	101.4964225	693.6322632	2.4	1.66971
5.8	3.2	68.69844069	365.4177551	3.8	5.21204
5.8	3.2	83.19313533	381.6695862	3.7	4.82808
5.8	3.2	84.94393086	302.3868103	4.1	4.99302
5.8	3.2	82.99250164	339.4559631	4.4	4.44292
5.8	3.2	84.00041501	326.0591125	3.9	1.74391
5.8	3.2	82.8171151	319.0614319	5.3	2.00563
5.8	3.2	115.1779076	453.3872986	3.7	1.94671
5.2	28.6	14.46736642	365.4177551	4.1	6.3993
5.2	28.6	37.73297726	381.6695862	5.9	6.1993
5.2	28.6	34.69681513	302.3868103	4.1	5.7579
5.2	28.6	37.17820259	339.4559631	4.6	5.92702
5.2	28.6	56.55434648	289.782196	4.4	5.55103
5.2	28.6	71.95205017	330.0172119	4.1	4.66462
5.2	28.6	30.10971771	295.9392395	5.2	6.37358
5.2	28.6	47.86388761	326.0591125	4.3	2.85618
5.2	28.6	44.58528783	319.0614319	3.4	3.06202
5.2	28.6	38.44704435	363.0291748	4.8	3.02575
5.5	10	117.0962985	193.5497131	3.3	4.18736
5.5	10	186.6795159	418.7351074	3	3.36952
5.5	10	157.0392849	207.9421844	3.1	3.32551
4.9	10.5	86.97762798	339.0467224	3.6	2.74473
4.9	10.5	84.34112377	329.9349976	3.7	3.25013
4.9	10.5	76.67081758	680.1762085	2.7	2.63518
4.9	10.5	55.86036805	668.90448	2.7	3.67089
4.9	10.5	98.44599047	352.5155029	3.4	3.13918
4.9	10.5	101.5451215	372.5123901	3.8	3.5239
4.9	10.5	77.64555962	433.7144165	2.7	3.19472
4.9	10.5	54.47862702	229.3679962	4.3	4.00629
4.9	10.5	36.95702153	238.7032471	3.4	5.19989
4.9	10.5	37.47706061	329.0065918	3.4	4.94986
4.9	10.5	36.38833013	260.6421814	4.1	4.02411
4.9	10.5	34.46161144	794.8417358	4.2	5.4747
4.9	10.5	52.48477163	380.4976501	2.2	2.93392
4.9	10.5	51.65612762	323.6960449	3.1	3.55173
4.9	10.5	51.23420258	339.5283508	2.9	4.10652
4.9	10.5	46.36926488	323.1355286	3.4	4.29218
4.9	10.5	28.28230488	282.4550476	4.6	4.59232
4.9	10.5	52.37529118	679.7886353	3.1	3.58586
4.9	10.5	25.46042686	387.0570374	4.5	5.48888
4.9	10.5	36.67182151	222.4479523	3.1	3.5772
4.9	10.5	36.79627851	237.7683868	3.1	5.74424
4.9	10.5	51.00661847	326.5827942	3.1	4.3142
4.9	10.5	53.30625241	255.2074432	4.4	4.37169
4.9	10.5	48.50491947	326.3528137	3.7	3.40577
4.9	10.5	27.73519554	385.0278625	3.6	6.2627
4.9	10.5	32.24443928	251.4450684	4	5.16998
4.9	10.5	30.26881425	238.2844238	3.2	5.63821
4.9	10.5	55.27059129	340.3367615	3.4	4.44323
4.9	10.5	68.46468912	346.5889893	4	3.47244
4.9	10.5	74.0419954	635.4987183	3.6	3.57016
4.9	10.5	72.65811041	361.1778259	2.2	2.82666
4.9	10.5	100.7650281	375.5310974	2.7	3.74897
4.9	10.5	76.7414915	647.4015503	3	2.81827
4.9	10.5	59.72367158	367.6837158	2.2	3.27747
4.9	10.5	63.10554663	386.0532532	2.7	3.3336
4.9	10.5	96.26382584	342.1268005	3.1	3.02906
4.9	10.5	105.456381	354.9957886	2.7	2.94231
4.9	10.5	78.97592583	448.3444214	2.5	2.84086
4.9	10.5	64.17840779	398.217804	2.7	3.71449
4.9	10.5	81.45366577	267.3979187	3.1	3.15527
4.9	10.5	78.05251125	544.9629517	4.1	4.08157
4.9	10.5	74.63570668	569.7111816	3.4	3.03943
4.9	10.5	93.96630507	326.3209534	3.4	2.07152
4.9	10.5	65.283687	575.2269897	4	2.20538
4.9	10.5	73.43399103	274.3100891	2.2	4.64656
4.9	10.5	99.08601563	282.5281982	3.1	2.05895
4.9	10.5	82.46399503	333.8737183	2.2	2.13025
4.9	10.5	100.4914274	276.7805481	2.2	2.17767
4.9	10.5	106.5503807	364.8106689	2.7	2.18368
4.9	10.5	65.89077854	674.3001709	2.7	2.57808
4.9	10.5	53.660167	315.9803772	2.9	3.04032
4.9	10.5	67.95049339	658.9470215	2.8	3.07276
4.9	10.5	101.3126085	581.8370361	3.4	2.8174
4.9	10.5	78.60756028	695.449646	2.5	2.8248
4.9	10.5	77.98912985	483.7773132	3.1	2.1498
4.9	10.5	51.85969952	725.0460815	3.4	3.91419
4.9	10.5	39.6389006	298.5339355	3.5	4.07078
4.9	10.5	94.69679427	329.4858704	3.2	2.80396
4.9	10.5	46.25868983	607.1120605	3.8	3.5098
4.9	10.5	82.93942987	356.8761292	4.1	2.47627
4.9	10.5	36.67984639	552.5709229	3.1	4.36948
4.9	10.5	80.76181556	485.7802124	3.4	1.73415
4.9	10.5	90.50840343	635.7132568	3.4	2.62451
4.9	10.5	38.6439465	244.1423798	3.1	4.31796
4.9	10.5	113.1095078	346.6985168	2.7	2.74978
4.9	10.5	79.85303939	321.6302795	3.4	2.94247
4.9	10.5	58.71683115	375.0314941	3.1	2.43354
4.9	10.5	64.92334413	799.6939087	3.4	3.07387
4.9	10.5	76.69919717	341.170105	2.7	2.33214
4.9	10.5	51.56022108	339.9762573	3.1	3.65306
4.9	10.5	21.24875087	568.4827881	4.3	5.23193
4.9	10.5	37.35176369	458.697998	2.9	2.66314
4.9	10.5	111.7556151	323.987793	3.1	2.11187
4.9	10.5	66.57758825	339.5799866	2.2	3.16386
4.9	10.5	76.41112866	704.1832886	2.8	1.65495
4.9	10.5	66.71526361	697.1803589	2.7	2.53991
4.9	10.5	57.40160317	505.9462891	3.3	3.57749
4.9	10.5	68.68163353	684.6856689	3.1	2.83337
4.9	10.5	65.97218971	698.3191528	2.7	2.21244
4.9	10.5	92.92195616	356.0565796	2.8	2.8525
4.9	10.5	53.71431029	304.8688354	5.2	3.85378
4.9	10.5	98.05420964	365.6439514	3.2	2.52012
4.9	10.5	93.11643825	374.7896118	2.7	1.92891
4.9	10.5	27.70752291	544.9383545	4.1	4.60371
4.9	10.5	55.29503718	682.1473999	3.4	3.33533
4.9	10.5	66.19984332	369.6151733	3.1	3.14485
4.9	10.5	108.6991937	230.2674866	3.1	3.17965
4.9	10.5	73.43068132	280.8886719	2.2	4.33902
5.2	8.5	52.44127763	290.7653198	3.8	4.16001
5.2	8.5	42.31887886	718.9002686	3.5	4.28587
5.2	8.5	48.89172017	296.9695435	3.1	3.89014
5.2	8.5	49.59059981	357.611969	2.7	2.48548
5.2	8.5	50.29051197	546.62323	2.7	3.96967
5.2	8.5	52.59252403	564.328125	2.7	4.15885
5.2	8.5	48.84500355	491.5884705	3.4	3.7436
5.2	8.5	53.73591319	339.6694336	3.3	1.77149
4.5	10.2	47.18845593	418.7351074	3.5	4.91955
4.5	10.2	98.34096198	352.5155029	4.2	3.33452
4.5	10.2	37.07130489	196.0652008	4.2	3.31069
4.5	10.2	47.08483296	274.3100891	2.7	2.6041
4.5	10.2	46.24921827	621.7079468	2.7	1.88759
4.5	10.2	54.32517791	607.1120605	3.3	1.55311
4.5	10.2	77.07014433	635.7132568	3.4	2.26366
4.5	10.2	96.49109075	456.6172485	3.1	2.69386
4.5	10.2	111.7839765	698.3191528	2.7	1.73782
6.5	2.7	175.3474008	274.3655396	3.3	4.06384
6.5	2.7	102.1556423	279.1688232	3.9	4.77233
6.5	2.7	74.1458376	290.7653198	4.6	5.39354
6.5	2.7	115.4699862	718.9002686	4.3	3.96134
6.5	2.7	147.2685219	621.2912598	3.6	4.02349
6.5	2.7	183.7366067	477.8660584	2.7	3.78925
6.5	2.7	120.8675724	296.9695435	3.8	5.37699
6.5	2.7	165.8891348	218.4485321	4.3	5.03644
6.5	2.7	161.69549	215.3691559	4.1	4.16172
5.5	8.4	96.21756864	307.1156921	3.1	4.54723
5.5	8.4	97.04433831	364.7497864	2.2	3.34446
5.5	8.4	193.7455154	383.1629028	2.2	3.6813
5.5	8.4	137.745653	338.2141418	4.3	3.26093
5.5	8.4	153.2071615	670.1553955	3.1	2.94296
5.5	8.4	123.0866225	400.6134949	3.4	3.69255
5.5	8.4	128.6783287	347.7689514	3.4	3.65689
5.5	8.4	97.21894959	349.674408	2.7	3.39335
5.5	8.4	165.3791142	330.089386	3.1	3.39562
5.5	8.4	138.7976173	527.1442261	2.7	3.23004
5.5	8.4	122.7875735	298.1521606	2.7	3.32272
5.5	8.4	131.7827519	375.5345154	3	3.16013
5.5	8.4	111.6095272	381.950531	3.1	4.51136
5.5	8.4	78.28548265	342.5826416	3.1	4.0344
5.5	8.4	70.99601114	344.4706421	3.1	3.00447
5.5	8.4	94.91459782	373.0365601	3.3	3.67353
5.5	8.4	157.3843502	326.3209534	2.2	3.27089
5.5	8.4	74.03075265	342.2145081	2.7	2.80206
5.5	8.4	168.4247896	282.5281982	2.1	2.67088
5.5	8.4	169.5415527	276.7805481	3.8	3.01741
5.5	8.4	174.9836784	483.7773132	2.2	2.81575
5.5	8.4	122.651374	270.1275635	2.2	3.0739
5.5	8.4	107.4981119	384.1702576	3.3	3.73747
5.5	8.4	134.1371277	750.598938	3.1	2.31327
5.5	8.4	208.5455877	356.8761292	3.4	2.5413
5.5	8.4	135.4007092	712.68927	2.1	2.71559
5.5	8.4	174.7812631	309.4449158	2.7	2.4282
5.5	8.4	204.563296	256.1272888	2.7	2.53225
5.5	8.4	186.9294072	321.6302795	2.2	2.26854
5.5	8.4	113.9095855	298.3011475	2.2	3.05379
5.5	8.4	132.6493501	400.3392334	3.1	2.84847
5.5	8.4	145.9932102	394.5776062	4.1	2.81753
5.5	8.4	89.90610248	374.8725891	2.7	3.20201
5.5	8.4	185.2785209	286.3734741	2.9	2.30253
5.5	8.4	21.61241539	261.6491394	3.8	6.02044
5.5	8.4	91.11854507	366.6407166	3.4	3.69982
5.5	8.4	154.7859579	682.8892822	2.1	2.43732
5.5	8.4	127.1753095	376.4263	2.9	3.1235
5.5	8.4	157.8921884	340.9030151	3.4	2.306
5.5	8.4	109.4915936	429.8766174	2.2	2.501
5.5	8.4	117.5382165	376.3598938	2.7	3.67588
5.5	8.4	102.8907767	779.9940796	3.4	2.51679
5.5	8.4	74.09413389	744.1651001	3.6	3.19431
5.5	8.4	183.1546736	389.3578491	2.7	2.919
4.3	3.6	22.72034737	261.6491394	3.2	3.35706
5.8	4.7	148.3921158	373.7682495	3.1	3.08212
5.8	4.7	102.8789516	373.0365601	4.2	3.77875
5.8	4.7	161.2416864	270.5318909	4.1	4.64244
5.8	4.7	18.76931344	274.3655396	6.3	7.22863
5.8	4.7	209.8517729	269.7336731	3.1	3.23707
5.8	4.7	239.7323535	261.1929016	3.8	3.16695
5.8	4.7	99.47544488	384.1702576	3.4	4.11021
5.8	4.7	152.1296202	591.2828979	3.1	4.32609
5.8	4.7	97.10389186	261.6491394	2.4	3.46229
5.8	4.7	126.7283271	296.4588928	4.1	3.15184
5.8	4.7	86.88690904	744.1651001	5.4	3.5261
4.2	8.9	36.57926927	269.6264648	2.9	3.91841
4.2	8.9	37.08406759	347.9421997	3.1	3.11838
4.2	8.9	35.47680323	358.4122925	3.5	4.11448
4.2	8.9	13.5049433	372.4357605	3.4	3.44946
4.2	8.9	21.54606989	344.8460693	3.7	3.53475
4.2	8.9	18.19828658	324.6712952	4.2	5.68791
4.2	8.9	18.35341506	269.0514832	3.5	4.0943
4.2	8.9	14.77883698	336.6068726	4.5	3.93596
4.2	8.9	23.88542874	322.8825989	3.6	3.5606
4.2	8.9	32.3511575	392.33255	3.1	3.11407
4.2	8.9	35.9314036	294.7976379	3.2	3.58041
4.2	8.9	10.70125861	305.1174927	4.2	5.40699
4.2	8.9	5.734208083	515.1060181	3.4	4.78965
4.2	8.9	18.08882273	315.228241	3.4	4.02142
4.2	8.9	13.00487529	310.4531555	3.1	4.70572
4.2	8.9	25.23767315	335.2063904	3.2	5.63838
4.2	8.9	9.609116893	307.4900208	4.2	5.4587
4.2	8.9	14.4789977	328.4709473	3.8	4.0504
4.2	8.9	36.95090742	419.2765808	3.4	2.86779
4.2	8.9	16.62955217	296.7688904	4	5.21086
4.2	8.9	2.853246996	430.0059204	3.3	4.94965
4.2	8.9	9.147582333	301.6509094	3.8	6.11861
4.2	8.9	4.269233815	322.775238	2.7	5.99881
4.2	8.9	21.41682688	277.7340698	4.3	4.44341
4.2	8.9	11.65422847	294.7110901	3.6	4.4141
4.2	8.9	15.1170268	281.9298706	3.8	4.57713
4.2	8.9	14.53957823	291.000885	4.4	6.38057
4.2	8.9	24.09813789	384.4674683	4	4.66497
4.2	8.9	27.02897116	381.9442749	3.4	4.62241
4.2	8.9	26.85863538	384.1612244	4	4.21677
4.2	8.9	12.05711188	321.1270142	3.1	5.10397
4.2	8.9	28.84792825	376.6755676	3.7	4.10724
4.2	8.9	27.25545083	364.7885132	3.6	4.14077
4.2	8.9	19.32765725	376.6407776	3.8	5.71931
4.2	8.9	15.7837437	265.135376	3.9	3.92887
4.2	8.9	5.192247092	811.1558228	3.6	4.10989
4.2	8.9	19.91400096	344.9450989	3.3	3.30336
4.2	8.9	18.79140996	354.1586304	3.5	3.83277
4.2	8.9	16.43856352	327.0830994	3.1	3.38002
4.2	8.9	28.69199648	293.9561768	3.5	4.07859
4.2	8.9	31.23839964	394.9196472	3.4	3.42112
4.2	8.9	32.93019199	301.3935852	2.9	3.93126
4.2	8.9	27.14526055	338.681427	2.7	1.94836
4.2	8.9	10.94529246	554.2418213	4.4	4.21208
4.2	8.9	21.85021993	491.2952576	3.4	3.11432
4.2	8.9	21.85021993	491.2952576	3.4	2.44472
4.2	8.9	15.73869991	327.5500793	3.7	4.69599
4.2	8.9	34.03174996	350.5891113	3.4	3.75973
4.2	8.9	4.604807208	309.4449158	3.8	4.90351
4.2	8.9	13.69287694	283.6131287	3.4	4.56193
4.2	8.9	20.42078785	361.3795776	3.8	3.26664
4.2	8.9	41.18893418	383.9384155	2.9	2.7032
4.2	8.9	25.82520878	279.6011047	4	5.05969
4.2	8.9	28.17180352	394.5776062	3.4	3.54749
4.2	8.9	13.17336788	286.3734741	3.5	5.95763
4.2	8.9	4.374074526	457.7597961	4.8	6.76988
4.2	8.9	31.14329865	315.4825745	3	3.39644
4.2	8.9	21.46660129	773.1461182	3	4.37898
4.2	8.9	24.26433305	369.8778381	3.5	4.13208
4.2	8.9	28.40558135	351.6585999	3.1	2.07893
4.2	8.9	13.41769114	328.4989929	3.7	4.85436
4.5	16.9	39.03964103	344.9423523	3.9	4.39577
4.5	16.9	50.59639481	255.94104	2.4	3.08852
4.5	16.9	28.31809984	334.5426636	3.3	3.87304
4.5	16.9	19.86296279	310.7657166	5.8	4.08317
4.5	16.9	16.50068679	334.2391052	4.4	5.47818
4.5	16.9	33.63899207	220.8297272	3.1	4.1112
4.5	16.9	33.14883325	223.7388458	2.2	3.13269
4.5	16.9	55.10840117	354.9957886	3.1	3.58301
4.5	16.9	35.34222226	216.1082764	3.7	3.54855
4.5	16.9	16.84525857	251.831131	5.3	4.74904
4.5	16.9	6.449273556	363.5956726	4.3	6.03014
4.5	16.9	23.28645746	311.0856018	4.1	5.12568
4.5	16.9	10.0192703	297.3033447	3.8	5.93449
4.5	16.9	8.395976418	352.0711975	4.6	6.77745
4.5	16.9	34.70501655	329.0407104	2.9	3.06349
4.5	16.9	29.43116027	279.9151917	3.7	2.98474
4.5	16.9	24.43928742	273.1194458	5.5	4.87867
4.5	16.9	15.05074819	265.4923401	3.4	5.59349
4.5	16.9	20.62553825	316.2036133	4.5	5.89136
4.5	16.9	19.3809624	252.4367065	4.6	5.94665
4.5	16.9	24.66098374	358.4122925	3.9	4.71821
4.5	16.9	16.70312353	293.2257385	4.2	5.19984
4.5	16.9	11.14681091	277.7321472	4.6	6.63006
4.5	16.9	17.58793698	248.2962952	4.4	6.5685
4.5	16.9	35.19522587	303.5801392	3.2	3.00371
4.5	16.9	26.17393589	323.1434937	4.3	4.39735
4.5	16.9	9.966062252	275.4674072	3.1	5.9173
4.5	16.9	26.93639921	329.2502136	4.5	4.29705
4.5	16.9	25.28100199	305.6911926	3.4	3.20225
4.5	16.9	16.09965422	341.468689	2.2	4.19268
4.5	16.9	25.98752152	306.0403442	4.1	4.50346
4.5	16.9	14.23146793	417.7445374	4.5	5.71474
4.5	16.9	15.48964298	369.9856262	4.2	4.5589
4.5	16.9	50.62267608	370.1980896	2.2	2.81152
4.5	16.9	24.84005075	373.9614258	3.6	3.17474
4.5	16.9	15.4743585	425.3136597	4.4	5.32142
4.5	16.9	18.74773535	400.8191528	4.1	4.09794
4.5	16.9	17.27640493	307.8835144	3.3	4.65847
4.5	16.9	9.327292699	295.1670532	3.8	4.46623
4.5	16.9	13.64832571	303.2130737	4.3	4.21745
4.5	16.9	19.81108646	350.4064026	3.6	4.59921
4.5	16.9	32.82194457	397.1170654	3.4	2.67419
4.5	16.9	23.57292423	344.8460693	3.9	4.98928
4.5	16.9	13.36218847	392.33255	4.5	5.13049
4.5	16.9	18.72849772	823.7477417	3.4	4.82969
4.5	16.9	13.89503452	422.7388	4.6	5.4932
4.5	16.9	15.62425777	439.1546326	3.8	4.62337
4.5	16.9	4.619158132	424.7206116	4.6	5.43232
4.5	16.9	7.566540851	391.8576355	3.8	5.45101
4.5	16.9	8.068982742	404.5478821	5.4	6.51799
4.5	16.9	5.46856179	395.9318848	5	5.28767
4.5	16.9	19.4485368	294.7976379	4	5.13179
4.5	16.9	11.82051788	399.9537964	4.3	4.87575
4.5	16.9	12.45418002	381.2260437	3.7	4.47346
4.5	16.9	39.55564503	515.1060181	3.7	4.22813
4.5	16.9	43.94909719	315.228241	4.1	3.48251
4.5	16.9	10.34603528	417.2168579	4.7	6.6173
4.5	16.9	8.150736385	299.4330139	4.4	4.62996
4.5	16.9	5.402000198	291.4198608	4.2	4.783
4.5	16.9	8.990357091	305.808136	3.9	5.44208
4.5	16.9	26.8564812	344.3959045	3.8	5.20753
4.5	16.9	17.37828449	444.5438538	3.6	4.37222
4.5	16.9	15.97290766	387.1007385	4.7	6.11412
4.5	16.9	24.63806812	335.2063904	3.9	4.40414
4.5	16.9	9.765841684	405.8877563	4.1	4.93877
4.5	16.9	15.53514973	399.6081543	3.6	4.38116
4.5	16.9	11.48455727	390.3362122	4.7	5.13587
4.5	16.9	7.44615433	408.4488525	4.7	5.69728
4.5	16.9	30.31024499	328.4709473	3.4	4.87805
4.5	16.9	19.04686215	329.3479614	4	4.6559
4.5	16.9	8.639000116	419.2765808	4.6	5.39515
4.5	16.9	15.56225552	387.1007385	4.7	5.44606
4.5	16.9	14.00148717	432.5875549	4	5.62574
4.5	16.9	38.04468995	301.6509094	3.8	4.2745
4.5	16.9	34.75238212	291.000885	2.9	3.92949
4.5	16.9	15.37842427	356.687561	4.7	5.16012
4.5	16.9	16.55800341	450.086731	4.8	5.43335
4.5	16.9	34.23549269	321.1270142	3.3	4.19895
4.5	16.9	21.91966024	376.6755676	4.2	3.80745
4.5	16.9	16.00211059	387.1007385	4.7	6.24711
4.5	16.9	4.118341965	272.175293	4.7	5.61718
4.5	16.9	5.66041234	382.1365051	4.8	4.73952
4.5	16.9	28.54718863	376.6407776	3.1	5.0001
4.5	16.9	46.40319669	265.135376	3.6	2.92608
4.5	16.9	6.601187443	396.1256104	4.2	5.33056
4.5	16.9	26.63329997	354.1586304	3.6	5.41844
4.5	16.9	21.27976997	384.3681335	4.5	4.84643
4.5	16.9	28.44571973	327.0830994	3.9	5.30102
4.5	16.9	17.98566753	394.9196472	4.4	5.36714
4.5	16.9	44.73042119	750.0498657	3.1	1.92043
4.5	16.9	26.5118823	343.20224	3.4	3.82711
4.5	16.9	27.15718829	236.7275543	3.9	4.5313
4.5	16.9	11.66800787	390.3362122	4.7	4.71681
4.5	16.9	37.12005956	324.7414246	3.4	3.09503
4.5	16.9	87.87123692	326.0301514	3.1	2.33401
4.5	16.9	70.54815553	276.7805481	3.8	2.30986
4.5	16.9	104.2530174	671.552002	3.3	3.35735
4.5	16.9	18.62393424	245.6526337	4	5.33641
4.5	16.9	33.51479326	554.2418213	3.6	3.98576
4.5	16.9	21.17854164	240.5567322	3.7	6.27902
4.5	16.9	80.47829075	695.449646	2.7	2.13892
4.5	16.9	59.44346304	295.8011169	3.4	1.86918
4.5	16.9	23.46062952	295.7687988	3.4	3.39305
4.5	16.9	22.64701785	685.7255859	3.1	3.59469
4.5	16.9	3.919597059	462.2550964	5.2	5.67736
4.5	16.9	30.00053162	327.5500793	4.2	4.14677
4.5	16.9	106.071969	725.0460815	2.7	1.91929
4.5	16.9	63.661991	329.4858704	3.4	3.06548
4.5	16.9	20.48663732	549.605835	4.2	4.0969
4.5	16.9	12.61752993	387.7528076	3.3	4.11425
4.5	16.9	29.81790619	279.6632385	3.3	3.26181
4.5	16.9	26.69700678	236.4804688	3.3	4.04069
4.5	16.9	26.69700678	236.4804688	3.3	3.18855
4.5	16.9	27.78805583	350.5891113	3.8	3.22607
4.5	16.9	47.85741087	309.4449158	2.2	2.72918
4.5	16.9	9.46187051	281.6569214	3.1	5.52508
4.5	16.9	41.34571397	210.3031006	3.3	2.55498
4.5	16.9	19.5744937	256.1272888	4.2	6.57056
4.5	16.9	40.64513208	315.8997803	3.9	2.13973
4.5	16.9	47.88041502	346.6985168	2.7	2.91249
4.5	16.9	84.22874081	321.6302795	3.8	2.69373
4.5	16.9	95.16360873	799.6939087	3.4	3.10236
4.5	16.9	48.85297559	283.6131287	3.8	3.16235
4.5	16.9	45.52471906	381.4694519	3.8	3.05181
4.5	16.9	35.3135157	232.997345	4.4	3.88407
4.5	16.9	17.71408131	330.0684509	4.3	5.90143
4.5	16.9	17.66840994	825.7874146	4.3	4.03488
4.5	16.9	33.94999551	299.9070129	2.8	2.92373
4.5	16.9	29.63007703	279.6011047	3.5	3.53913
4.5	16.9	39.79540094	204.0059357	2.7	2.75745
4.5	16.9	55.11102888	354.146698	3.2	1.95909
4.5	16.9	69.1929258	360.4520874	3.4	2.31727
4.5	16.9	82.68983022	344.6783142	2.7	2.17023
4.5	16.9	40.17456418	286.3734741	3.7	4.13972
4.5	16.9	88.77627995	730.2052612	3.4	3.11716
4.5	16.9	52.84775005	350.1144714	3.1	2.13839
4.5	16.9	31.8726363	310.6630859	3.6	3.6367
4.5	16.9	90.0314373	310.8014832	3.4	2.29844
4.5	16.9	7.420037536	408.8318787	4.1	4.88135
4.5	16.9	45.64986999	457.7597961	3.4	4.53643
4.5	16.9	45.64986999	457.7597961	3.4	2.95831
